Survey year,Unitid,Institution name,OPEID,Campus ID, Campus Name,Institution Size,Name of Facility,Street Address,Category of Fire,Cause of Fire,Fire-related injuries,Fire-related deaths,Property damage
2019,110608,California State University-Northridge,115300,1,California State University- Northridge,39910,UPA-10 Valley Oak Hall,17950 Lassen Street,Unintentional,Cooking,0,0,$0-$99
2019,110608,California State University-Northridge,115300,1,California State University- Northridge,39910,UPA 11 Lupine Hall,17950 Lassen Street,Unintentional,Cooking,0,0,$0-$99
2019,110608,California State University-Northridge,115300,1,California State University- Northridge,39910,UPA 11 Lupine Hall,17950 Lassen Street,Unintentional,Cooking,0,0,$0-$99
2019,110608,California State University-Northridge,115300,1,California State University- Northridge,39910,UPA-13 Heater Hall,17950 Lassen Street,Unintentional,Cooking,0,0,$0-$99
2019,110608,California State University-Northridge,115300,1,California State University- Northridge,39910,UPA-17 Toyon Hall,17950 Lassen Street,Unintentional,Cooking,0,0,$0-$99
2019,110617,California State University-Sacramento,115000,1,Sacramento State,31992,Upper Eastside Lofts,"6400 Folsom Blvd, Sacramento",Unintentional,Electrical,0,0,$0-$99
2019,110510,California State University-San Bernardino,114200,1,California State University- San Bernardino,20638,Arrowhead Village #3,6000 University Parkway,Unintentional,Electrical,0,0,"$10,000-$24,999"
2019,366711,California State University-San Marcos,3011300,1,Main Campus,16053,University Village Apt,305 Campus View Dr,Unintentional,Cooking,0,0,$0-$99
2019,366711,California State University-San Marcos,3011300,1,Main Campus,16053,The Quad,200 Barham Dr.,Unintentional,Cooking,0,0,$0-$99
2019,366711,California State University-San Marcos,3011300,1,Main Campus,16053,The Quad,200 Barham Dr.,Unintentional,Cooking,0,0,$0-$99
2019,366711,California State University-San Marcos,3011300,1,Main Campus,16053,The Quad,200 Barham Dr.,Unintentional,Cooking,0,0,$0-$99
2019,122409,San Diego State University,115100,1,Main Campus,35544,Villa Alvarado,"6161 Alvarado Road  San Diego,",Unintentional,Electrical,0,0,$0-$99
2019,122409,San Diego State University,115100,1,Main Campus,35544,Aztec Corner,"5504, 5602, 5700 Montezuma Roa",Intentional,Unknown suspect placed unknown substance on window of apartment and lit it on fire,0,0,$100-$999
2019,122409,San Diego State University,115100,1,Main Campus,35544,Piedra del Sol,"5600 Hardy Ave. San Diego, CA",Intentional,Student set fire in apartment,0,0,$0-$99
2019,122409,San Diego State University,115100,1,Main Campus,35544,Granada Apartments,"5525 Hardy Ave., San Diego CA",Intentional,Student started car fire in underground garage,0,0,$0-$99
2019,122597,San Francisco State University,115400,1,Main Campus,29032,Towers Junior Suites,"798 Font Blvd, San Francisco",Unintentional,Cooking,0,0,$100-$999
2019,122755,San Jose State University,115500,1,Main Campus,36085,Campus Village Bldg B,350 S. 9th St.,Intentional,Individual used a lighter to set fire to a piece of cardboard on the floor in the stairwell.,0,0,$0-$99
2019,123572,Sonoma State University,115600,1,Sonoma State University,8887,Sirah,"1801 East Cotati Ave. Rohnert Park, CA 94928",Unintentional,Other,0,0,$0-$99
2020,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22440,Cerro Hollister,Building 170-C,Undetermined,,0,0,$0-$99
2020,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22440,Corralitos,Building 171-C,Unintentional,Cooking,0,0,$0-$99
2020,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22440,Huasna,Building 171-H,Unintentional,Cooking,0,0,$0-$99
2020,115755,California State Polytechnic University-Humboldt,114900,1,Cal Poly Humboldt,6612,Cypress Hall,271 Granite Ave,Unintentional,Cooking,0,0,$0-$99
2020,110529,California State Polytechnic University-Pomona,114400,1,Main Campus,30014,Univ. Village-Bldg. 95,"3400 Poly Vista Pomona, CA 91768",Unintentional,Electrical,0,0,$100-$999
2020,110538,California State University-Chico,114600,1,Main Campus,16746,University Village,1325 Nord Ave,Unintentional,Cooking,0,0,$100-$999
2020,110547,California State University-Dominguez Hills,114100,1,California State University Dominguez Hills,18687,University Housing - Phase 1 & 2,"1100 E. Victoria Street, Carso",Undetermined,,0,0,$0-$99
2020,110583,California State University-Long Beach,113900,1,Main Campus,40069,Parkside College,"1601 Earl Warren Dr, CA",Unintentional,Cooking,0,0,$100-$999
2020,110608,California State University-Northridge,115300,1,California State University- Northridge,40381,UPA-2 Carragheen Hall,17950 Lassen Street,Unintentional,Cooking,0,0,$0-$99
2020,122409,San Diego State University,115100,1,Main Campus,36334,Villa Alvarado,"6161 Alvarado Road  San Diego,",Unintentional,Cooking,0,0,$0-$99
2020,122409,San Diego State University,115100,1,Main Campus,36334,Villa Alvarado,"6161 Alvarado Road  San Diego,",Unintentional,Cooking,0,0,$0-$99
2020,122597,San Francisco State University,115400,1,Main Campus,27349,Village at Centennial Square,"750 Font Blvd, San Francisco",Unintentional,Other,0,0,$0-$99
2020,122755,San Jose State University,115500,1,Main Campus,36208,Campus Village Bldg B,350 S. 9th St.,Unintentional,Machinery/Industrial,0,0,"$10,000-$24,999"
2020,123572,Sonoma State University,115600,1,Sonoma State University,8018,Bordeaux,"1801 East Cotati Ave. Rohnert Park, CA 94928",Unintentional,Cooking,0,0,$0-$99
2020,123572,Sonoma State University,115600,1,Sonoma State University,8018,Bordeaux,"1801 East Cotati Ave. Rohnert Park, CA 94928",Unintentional,Cooking,0,0,$0-$99
2021,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22231,Trinity Hall,Building 105,Intentional,Student used a torch lighter to burn a smiley face into the door.,0,0,$100-$999
