Survey year,Unitid,Institution name,OPEID,Campus ID, Campus Name,Institution Size,Name of Facility,Street Address,Total Fires
2016,110556,California State University-Fresno,114700,1,Main Campus,24405,Homan Hall,5154 N Barton Ave,0
2016,110556,California State University-Fresno,114700,1,Main Campus,24405,Ponderosa Hall,5152 N Barton Ave,0
2016,110556,California State University-Fresno,114700,1,Main Campus,24405,Sequoia Hall,5035 N Barton Ave,0
2016,110556,California State University-Fresno,114700,1,Main Campus,24405,Sycamore Hall,5160 N Barton Ave,0
2016,110556,California State University-Fresno,114700,1,Main Campus,24405,Beef Unit,2640 E. Portals Ave,0
2016,110556,California State University-Fresno,114700,1,Main Campus,24405,Horse Unit,5405 N. Price,0
2016,110556,California State University-Fresno,114700,1,Main Campus,24405,Swine Unit,2654 E. Portals,0
2016,110556,California State University-Fresno,114700,1,Main Campus,24405,Sheep Unit,2817 E Barstow,0
2016,110556,California State University-Fresno,114700,1,Main Campus,24405,Dairy Unit  #1,5501 N. Sierra Vista,0
2016,110556,California State University-Fresno,114700,1,Main Campus,24405,Calf Barn,2651 E. Barstow,0
2016,110565,California State University-Fullerton,113700,1,Main Campus,40235,Acacia,800 N. State College,0
2016,110565,California State University-Fullerton,113700,1,Main Campus,40235,Birch,800 N. State College,0
2016,110565,California State University-Fullerton,113700,1,Main Campus,40235,Cypress,800 N. State College,0
2016,110565,California State University-Fullerton,113700,1,Main Campus,40235,Elm,800 N. State College,0
2016,110565,California State University-Fullerton,113700,1,Main Campus,40235,Fig,800 N. State College,0
2016,110565,California State University-Fullerton,113700,1,Main Campus,40235,Holly,800 N. State College,0
2016,110565,California State University-Fullerton,113700,1,Main Campus,40235,Juniper,800 N. State College,0
2016,110565,California State University-Fullerton,113700,1,Main Campus,40235,Manzanita,800 N. State College,0
2016,110565,California State University-Fullerton,113700,1,Main Campus,40235,Oak,800 N. State College,0
2016,110565,California State University-Fullerton,113700,1,Main Campus,40235,Pine,800 N. State College,0
2016,110565,California State University-Fullerton,113700,1,Main Campus,40235,Sycamore,800 N. State College,0
2016,110565,California State University-Fullerton,113700,1,Main Campus,40235,Valencia,800 N. State College,0
2016,110565,California State University-Fullerton,113700,1,Main Campus,40235,Willow,800 N. State College,0
2016,110565,California State University-Fullerton,113700,4,Grand Central Arts Center,40235,GCAC Apartments,"125 N Broadway, Santa Ana, CA 92701",0
2016,110583,California State University-Long Beach,113900,1,Main Campus,37776,Parkside College,"1601 Earl Warren Dr, CA",0
2016,110583,California State University-Long Beach,113900,1,Main Campus,37776,Hillside College,"5851 Beach Dr, Long Beach, CA",0
2016,110583,California State University-Long Beach,113900,1,Main Campus,37776,Los Cerritos Hall,"5855 Beach Dr, Long Beach, CA",0
2016,110583,California State University-Long Beach,113900,1,Main Campus,37776,Los Alamitos Hall,"5859 Beach Dr, Long Beach, CA",0
2016,110583,California State University-Long Beach,113900,1,Main Campus,37776,International House,"5854 Beach Dr, Long Beach, CA",0
2016,110583,California State University-Long Beach,113900,1,Main Campus,37776,Beachside College,"4835 Pacific Coast Hwy, Long B",0
2016,110592,California State University-Los Angeles,114000,1,California State University- Los Angeles,27827,"CSULA Housing, Phase 1",5600 Paseo Rancho Castilla,0
2016,110592,California State University-Los Angeles,114000,1,California State University- Los Angeles,27827,CSULA Golden Eagle Apartments,5425 Dobbs Street,0
2016,110592,California State University-Los Angeles,114000,1,California State University- Los Angeles,27827,"CSULA Housing, Phase 2",5300 Paseo Rancho Castilla,0
2016,409698,California State University-Monterey Bay,3260300,1,California State University- Monterey Bay,7274,Cypress Hall,"6143 Fifth Avenue, Seaside, CA",0
2016,409698,California State University-Monterey Bay,3260300,1,California State University- Monterey Bay,7274,Asilomar Hall,"3059 Divarty Street, Seaside,",0
2016,409698,California State University-Monterey Bay,3260300,1,California State University- Monterey Bay,7274,Willet Hall,"6142 Fifth Avenue, Seaside, CA",0
2016,409698,California State University-Monterey Bay,3260300,1,California State University- Monterey Bay,7274,Manzanita Hall,"3057 Divarty Street, Seaside,",0
2016,409698,California State University-Monterey Bay,3260300,1,California State University- Monterey Bay,7274,Yarrow Hall,"3053 Divarty Street, Seaside,",0
2016,409698,California State University-Monterey Bay,3260300,1,California State University- Monterey Bay,7274,Acocet Hall,"3043 Divarty Street, Seaside,",0
2016,409698,California State University-Monterey Bay,3260300,1,California State University- Monterey Bay,7274,Tortuga Hall,"5105 Fourth Avenue, Seaside, C",0
2016,409698,California State University-Monterey Bay,3260300,1,California State University- Monterey Bay,7274,Sanderling Hall,"5101 Fourth Avenue, Seaside, C",0
2016,409698,California State University-Monterey Bay,3260300,1,California State University- Monterey Bay,7274,Strawberry Apartments,6013 General Jim Moore Bouleva,0
2016,409698,California State University-Monterey Bay,3260300,1,California State University- Monterey Bay,7274,Pinnacles Suites,6011 General Jim Moore Bouleva,0
2016,409698,California State University-Monterey Bay,3260300,1,California State University- Monterey Bay,7274,Vinyard Suites,6015 General Jim Moore Bouleva,0
2016,409698,California State University-Monterey Bay,3260300,1,California State University- Monterey Bay,7274,Frederick Park 1,East Campus Housing,1
2016,409698,California State University-Monterey Bay,3260300,1,California State University- Monterey Bay,7274,Frederick Park 2,East Campus Housing,1
2016,409698,California State University-Monterey Bay,3260300,1,California State University- Monterey Bay,7274,Promontory,"400 8th Street, Marina CA, 939",0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UPA-1 Chantreral Hall,17950 Lassen Street,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UPA-2 Carragheen Hall,17950 Lassen Street,1
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UPA-3 Woodruff Hall,17950 Lassen Street,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UPA-4 Burdock Hall,17950 Lassen Street,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UPA-5 Southernwood Hall,17950 Lassen Street,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UPA-6 Pacific Willow Hall,17950 Lassen Street,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UPA-7 Torrey Pine Hall,17950 Lassen Street,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UPA-8 Baybery Hall,17950 Lassen Street,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UPA-9 Pinon Hall,17950 Lassen Street,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UPA-10 Valley Oak Hall,17950 Lassen Street,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UPA 11 Lupine Hall,17950 Lassen Street,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UPA-12 Saguaro Hall,17950 Lassen Street,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UPA-13 Heater Hall,17950 Lassen Street,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UPA-14 Rose Crown Hall,17950 Lassen Street,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UPA-15 Bougainvillea Hall,17950 Lassen Street,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UPA-16 Mariposa Hall,17950 Lassen Street,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UPA-17 Toyon Hall,17950 Lassen Street,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UVA-A,10021 Zelzah Avenue,1
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UVA-B,10021 Zelzah Avenue,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UVA-C,10021 Zelzah Avenue,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UVA-D,10021 Zelzah Avenue,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UVA-E,10021 Zelzah Avenue,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UVA-F,10021 Zelzah Avenue,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UVA-G,10021 Zelzah Avenue,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UVA-H,10021 Zelzah Avenue,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UVA-I,10021 Zelzah Avenue,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UVA-J,10021 Zelzah Avenue,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UVA-K,10021 Zelzah Avenue,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UPA-18 Hawthorne Hall,17950 Lassen Street,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UPA-19 Sycamore Hall,17950 Lassen Street,1
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UPA-20 Ironwood Hall,17950 Lassen Street,0
2016,110608,California State University-Northridge,115300,1,California State University- Northridge,39916,UPA-21 Shore Pine Hall,17950 Lassen Street,0
2016,110617,California State University-Sacramento,115000,1,Sacramento State,30510,American River Courtyard,"6002 J Street, Sacramento",0
2016,110617,California State University-Sacramento,115000,1,Sacramento State,30510,Desmond Hall,"6014 J Street, Sacramento",0
2016,110617,California State University-Sacramento,115000,1,Sacramento State,30510,Draper Hall,"6010 J Street, Sacramento",0
2016,110617,California State University-Sacramento,115000,1,Sacramento State,30510,Jenkins Hall,"6012 J Street, Sacramento",0
2016,110617,California State University-Sacramento,115000,1,Sacramento State,30510,Sierra Hall,"6006 J Street, Sacramento",0
2016,110617,California State University-Sacramento,115000,1,Sacramento State,30510,Sutter Hall,"6004 J Street, Sacramento",0
2016,110617,California State University-Sacramento,115000,1,Sacramento State,30510,Upper Eastside Lofts,"6400 Folsom Blvd, Sacramento",0
2016,110510,California State University-San Bernardino,114200,1,California State University- San Bernardino,20767,Badger Dorm,6000 University Parkway,0
2016,110510,California State University-San Bernardino,114200,1,California State University- San Bernardino,20767,Joshua Dorm,6000 University Parkway,0
2016,110510,California State University-San Bernardino,114200,1,California State University- San Bernardino,20767,Mohave Dorm,6000 University Parkway,0
2016,110510,California State University-San Bernardino,114200,1,California State University- San Bernardino,20767,Morongo Dorm,6000 University Parkway,0
2016,110510,California State University-San Bernardino,114200,1,California State University- San Bernardino,20767,San Manuel Dorm,6000 University Parkway,0
2016,110510,California State University-San Bernardino,114200,1,California State University- San Bernardino,20767,Shadin Dorm,6000 University Parkway,0
2016,110510,California State University-San Bernardino,114200,1,California State University- San Bernardino,20767,Tokay Dorm,6000 University Parkway,1
2016,110510,California State University-San Bernardino,114200,1,California State University- San Bernardino,20767,Waterman Dorm,6000 University Parkway,0
2016,110510,California State University-San Bernardino,114200,1,California State University- San Bernardino,20767,Arrowhead Village #2,6000 University Parkway,0
2016,110510,California State University-San Bernardino,114200,1,California State University- San Bernardino,20767,Arrowhead Village #3,6000 University Parkway,0
2016,110510,California State University-San Bernardino,114200,1,California State University- San Bernardino,20767,Arrowhead Village #4,6000 University Parkway,0
2016,110510,California State University-San Bernardino,114200,1,California State University- San Bernardino,20767,Arrowhead Village #5,6000 University Parkway,0
2016,110510,California State University-San Bernardino,114200,1,California State University- San Bernardino,20767,Arrowhead Village #6,6000 University Parkway,1
2016,110510,California State University-San Bernardino,114200,1,California State University- San Bernardino,20767,University Village #7,1577 Northpark Blvd.,0
2016,110510,California State University-San Bernardino,114200,1,California State University- San Bernardino,20767,University Village #8,1577 Northpark Blvd.,0
2016,110510,California State University-San Bernardino,114200,1,California State University- San Bernardino,20767,University Village #9,1577 Northpark Blvd.,0
2016,366711,California State University-San Marcos,3011300,1,Main Campus,13144,University Village Apt,305 Campus View Dr,0
2016,366711,California State University-San Marcos,3011300,1,Main Campus,13144,The Quad,200 Barham Dr.,0
2016,110495,California State University-Stanislaus,115700,1,CSU Stanislaus - Turlock,9762,Residential Life Village 1,One University Circle,0
2016,122409,San Diego State University,115100,1,Main Campus,34688,Chapultepec,5400 Remington Road  San Diego,0
2016,122409,San Diego State University,115100,1,Main Campus,34688,Cuicacalli,5150 East Campus Drive  San Di,0
2016,122409,San Diego State University,115100,1,Main Campus,34688,Maya/Olmeca,6050 Lindo Paseo Ave.  San Die,0
2016,122409,San Diego State University,115100,1,Main Campus,34688,Tenochca,6126 Montezuma Road  San Diego,0
2016,122409,San Diego State University,115100,1,Main Campus,34688,University Towers,5505 Montezuma Road  San Diego,0
2016,122409,San Diego State University,115100,1,Main Campus,34688,Villa Alvarado,"6161 Alvarado Road  San Diego,",0
2016,122409,San Diego State University,115100,1,Main Campus,34688,Zura,6124 Montezuma Road  San Diego,0
2016,122409,San Diego State University,115100,1,Main Campus,34688,Fraternity Row,"5255 55th St. San Diego, CA 92",0
2016,122409,San Diego State University,115100,1,Main Campus,34688,Piedra del Sol,"5600 Hardy Ave. San Diego, CA",0
2016,122409,San Diego State University,115100,1,Main Campus,34688,Sanctuary Suites,"5840 Hardy Ave.  San Diego, CA",0
2016,122409,San Diego State University,115100,1,Main Campus,34688,Albert&#39;s Apartments,"5430, 5450, 5460, 5475, 5484,",0
2016,122409,San Diego State University,115100,1,Main Campus,34688,Alpha Delta Chi Sorority,"5750 Montezuma Road,  San Dieg",0
2016,122409,San Diego State University,115100,1,Main Campus,34688,Phi Delta Theta Fraternity,"5734 Montezuma Road,  San Dieg",0
2016,122409,San Diego State University,115100,1,Main Campus,34688,Private Residence,5723 Lindo Paseo Ave.  San Die,0
2016,122409,San Diego State University,115100,1,Main Campus,34688,Residential Club House,"5540 Hardy Ave. San Diego, CA",0
2016,122409,San Diego State University,115100,1,Main Campus,34688,Residential Student House,"5742 Montezuma Road, San Diego",0
2016,122409,San Diego State University,115100,1,Main Campus,34688,ALI,"5520 Hardy Ave., San Diego, CA",0
2016,122409,San Diego State University,115100,1,Main Campus,34688,College West Apartments,"5455 55th St., San Diego, CA 9",0
2016,122409,San Diego State University,115100,1,Main Campus,34688,Granada Apartments,"5525 Hardy Ave., San Diego CA",0
2016,122409,San Diego State University,115100,1,Main Campus,34688,Tarastec Apartments,"5455 55th St., San Diego CA. 9",0
2016,122409,San Diego State University,115100,1,Main Campus,34688,Zapotec Apartments,"5450 55th St., San Diego CA. 9",0
2016,122597,San Francisco State University,115400,1,Main Campus,29045,Village at Centennial Square,"750 Font Blvd, San Francisco",1
2016,122597,San Francisco State University,115400,1,Main Campus,29045,Towers at Centennial Square,"796 Font Blvd, San Francisco",0
2016,122597,San Francisco State University,115400,1,Main Campus,29045,Towers Junior Suites,"798 Font Blvd, San Francisco",0
2016,122597,San Francisco State University,115400,1,Main Campus,29045,Mary Park Hall,"802 Font Blvd, San Francisco",0
2016,122597,San Francisco State University,115400,1,Main Campus,29045,Mary Ward Hall,"800 Font Blvd, San Francisco",0
2016,122597,San Francisco State University,115400,1,Main Campus,29045,University Park North,"15 Buckingham Way, San Francisco",2
2016,122597,San Francisco State University,115400,1,Main Campus,29045,University Park South,"1701 Holloway Ave, San Francisco",0
2016,122755,San Jose State University,115500,1,Main Campus,32154,Joe West Hall,375 S. 9th St.,0
2016,122755,San Jose State University,115500,1,Main Campus,32154,Campus Village Bldg B,350 S. 9th St.,1
2016,122755,San Jose State University,115500,1,Main Campus,32154,Hoover Hall,325 S. 8th St.,0
2016,122755,San Jose State University,115500,1,Main Campus,32154,Washburn Hall,385 S. 8th St.,0
2016,122755,San Jose State University,115500,1,Main Campus,32154,Royce Hall,355 S. 8th St.,0
2016,122755,San Jose State University,115500,1,Main Campus,32154,Campus Village Bldg C,320 S. 9th St.,0
2016,122755,San Jose State University,115500,1,Main Campus,32154,Campus Village Bldg A,380 S. 9th St.,0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Medoc,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Alsace,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Madeira,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Bordeaux,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Loire,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Classico,"1801 East Cotati Ave. Rohnert Park, CA 94928",1
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Colombard,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Fume Blanc,"1801 East Cotati Ave. Rohnert Park, CA 94928",1
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Grenache,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Burgundy,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Alicante,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Marsanne,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Sirah,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Sauterne,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Meritage,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Chablis,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Claret,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Chenin Blanc,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Chardonnay,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Barbera,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Flora,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Riesling,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Semillion,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Traminer,"1801 East Cotati Ave. Rohnert Park, CA 94928",1
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Muscat,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Tokay,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Pinot,"1801 East Cotati Ave. Rohnert Park, CA 94928",1
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Cabernet,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Gamay,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Merlot,"1801 East Cotati Ave. Rohnert Park, CA 94928",1
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Mosel,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Piemonte,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Provence,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Rhone,"1801 East Cotati Ave. Rohnert Park, CA 94928",1
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Rioja,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Savoie,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Trentino,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2016,123572,Sonoma State University,115600,1,Sonoma State University,9323,Veneto,"1801 East Cotati Ave. Rohnert Park, CA 94928",0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Yosemite Hall 0,Building 114-A,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Yosemite Hall 1,Building 114-B,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Yosemite Hall 2,Building 114-C,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Yosemite Hall 3,Building 114-D,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Yosemite Hall 4,Building 114-E,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Yosemite Hall 5,Building 114-F,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Yosemite Hall 6,Building 114-G,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Yosemite Hall 7,Building 114-H,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Yosemite Hall 8,Building 114-J,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Yosemite Hall 9,Building 114-K,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Sierra Madre 0,Building 113-A,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Sierra Madre 1,Building 113-B,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Sierra Madre 2,Building 113-C,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Sierra Madre 3,Building 113-D,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Sierra Madre 4,Building 113-E,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Sierra Madre 5,Building 113-F,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Shasta Hall,Building 100,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Diablo Hall,Building 101,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Palomar Hall,Building 102,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Whitney Hall,Building 103,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Lassen Hall,Building 104,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Trinity Hall,Building 105,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Santa Lucia Hall,Building 106,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Muir Hall,Building 107,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Sequoia Hall,Building 108,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Fremont Hall,Building 109,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Tenaya Hall,Building 110,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Cerro Morro,Building 170-A,1
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Cerro Cabrillo,Building 170-B,1
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Cerro Hollister,Building 170-C,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Cerro Romauldo,Buidling 170-D,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Cerro Bishop,Building 170-E,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Cerro Islay,Building 170-F,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Aliso,Building 171-A,1
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Buena Vista,Building 171-B,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Corralitos,Building 171-C,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Dover,Building 171-D,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Estrella,Building 171-E,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Foxen,Building 171-F,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Gypsum,Building 171-G,1
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Huasna,Building 171-H,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Inyo,Building 171-I,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Herdsman Hall,Building 016-A,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Dairy Science,Building 018-L,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Environmental Horticulture,Building 048-A,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Beef Cattle Evaluation Center,Building 055-A,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Swine Unit,Building 056-0,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Veterinary Clinic,Building 057-C,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,McCloud Hall,Building 121-A,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Santa Ynez Hall,Building 121-B,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Peterson Ranch,Building 123-B,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Escuela Beef Center,Building 127-G,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Poultry Science,Building 150-I,0
2017,110422,California Polytechnic State University-San Luis Obispo,114300,1,Main Campus,22370,Modular House Design Village,Building 095-B,0
2017,115755,California State Polytechnic University-Humboldt,114900,1,Cal Poly Humboldt,8525,Alder Hall,280 Canyon Fire Ln,1
2017,115755,California State Polytechnic University-Humboldt,114900,1,Cal Poly Humboldt,8525,Cedar Hall,263 Canyon Fire Ln,0
2017,115755,California State Polytechnic University-Humboldt,114900,1,Cal Poly Humboldt,8525,Chinquipin Hall,220 Canyon Fire Ln,0
2017,115755,California State Polytechnic University-Humboldt,114900,1,Cal Poly Humboldt,8525,Hemlock Hall,210 Canyon Fire Ln,0
2017,115755,California State Polytechnic University-Humboldt,114900,1,Cal Poly Humboldt,8525,Madrone Hall,204 Canyon Fire Ln,0
2017,115755,California State Polytechnic University-Humboldt,114900,1,Cal Poly Humboldt,8525,Maple Hall,160 Canyon Fire Ln,0
2017,115755,California State Polytechnic University-Humboldt,114900,1,Cal Poly Humboldt,8525,Pepperwood Hall,155 Canyon Fire Ln,0
2017,115755,California State Polytechnic University-Humboldt,114900,1,Cal Poly Humboldt,8525,Tan Oak Hall,140 Canyon Fire Ln,0
2017,115755,California State Polytechnic University-Humboldt,114900,1,Cal Poly Humboldt,8525,Cypress Hall,271 Granite Ave,2
2017,115755,California State Polytechnic University-Humboldt,114900,1,Cal Poly Humboldt,8525,Juniper Hall,3028 Granite Ave,0
